id,product_hash,category_id,name,slug,description,price,available_item_count,metadata_json
976db612-8db9-5638-19e5-25f976c1db6d,45588840b66269f10c5e28972754b9930b41559104b15a223987cc3a35a2a6b7,a9590b19-ab4c-1858-a18f-aa9969a878da,Dell P2425H,dell-dell-p2425h,24-inch FHD IPS monitor with ComfortView Plus.,249.99,33,{}
3b94d9e3-bce3-d8b1-f52b-2cae22925b78,273a06e55a5870010f9213c33c8adf858242bfaf8df504eddb93ad3c3beebf58,a9590b19-ab4c-1858-a18f-aa9969a878da,Dell S3422DWG Curved Gaming Monitor,dell-dell-s3422dwg-curved-gaming-monitor,34-inch WQHD curved gaming monitor.,449.99,77,{}
09022766-b5ec-8e99-d267-58a4a8c7a560,7fd46288f3f1c31ddf9c9f23e347f66cbd3de936e7d9500ad72471f44e67662f,a9590b19-ab4c-1858-a18f-aa9969a878da,Dell Alienware AW3423DWF,dell-dell-alienware-aw3423dwf,34-inch QD-OLED curved gaming monitor.,999.99,30,{}
0f6fbc1f-160b-a21a-5ac8-0c8095057c5c,799e0cd6f54fa766f00f560fee7404eef34d0191920aaf1cb17e3c203d72ff4b,a9590b19-ab4c-1858-a18f-aa9969a878da,Dell UltraSharp U4025QW,dell-dell-ultrasharp-u4025qw,40-inch 5K ultrawide monitor with Thunderbolt.,1799.99,68,{}
6201f779-685e-a64d-ad6a-0e4e27d32e38,e32ae73ef9522cd9dc42824f6d19bb5f9bedaf1f6ec679b3ebd8ca8a7f16d2a0,a9590b19-ab4c-1858-a18f-aa9969a878da,Dell C2423H Conference Monitor,dell-dell-c2423h-conference-monitor,24-inch monitor optimized for video conferencing.,449.99,41,{}
72a78ede-9b1d-44cf-2b25-eeee83e93892,76ef14ada70a094b1aa6b684745898f2337106c3d19ba3b74184e5a690bdd812,30eeefde-fe6e-7cba-3c06-02ef87b9fd50,Dell Pro Wireless Keyboard and Mouse,dell-dell-pro-wireless-keyboard-and-mouse,Premium wireless keyboard and mouse combo.,79.99,63,{}
b4139288-4269-834e-4771-c85ebaf23ba5,c59871fc3920eb370bbb4b5946b68de2f465726970c8c1846c42b1916e5e4397,30eeefde-fe6e-7cba-3c06-02ef87b9fd50,Dell USB-C Mobile Adapter DA310,dell-dell-usb-c-mobile-adapter-da310,Compact 7-in-1 USB-C multiport adapter.,69.99,72,{}
6b0e5c80-de7b-be2e-27a1-47a8f02f9db4,35ca84911250e27581e752ab2a07853423292355516410da218e2b6daa4741ba,30eeefde-fe6e-7cba-3c06-02ef87b9fd50,Dell Pro Webcam WB5023,dell-dell-pro-webcam-wb5023,2K QHD external webcam with auto-framing.,99.99,98,{}
d69e91de-5c81-e4a3-7b46-2ea9a2925ee7,28d8fdbdbcbe60118abbc3f0a25139aa149afba36cbcc620b4c2188198dfda80,30eeefde-fe6e-7cba-3c06-02ef87b9fd50,Dell Premier Backpack 15,dell-dell-premier-backpack-15,Professional backpack for 15-inch laptops.,89.99,40,{}
7798c040-040e-c78d-e9b2-fc3cbfa0eb74,c3fed58c8c984089238d12451d8c0662d7323db4315fb9c0899dd2ab46029e86,30eeefde-fe6e-7cba-3c06-02ef87b9fd50,Dell Thunderbolt Dock WD22TB4,dell-dell-thunderbolt-dock-wd22tb4,Thunderbolt 4 docking station.,329.99,82,{}
cd04e071-aa23-886e-2832-cfad5c0883c1,1d00fc4022ef06dc9487ce2500695485979f142496d3327a1e0086288576e3e4,30eeefde-fe6e-7cba-3c06-02ef87b9fd50,Dell Active Pen PN5122W,dell-dell-active-pen-pn5122w,Precision stylus for Dell 2-in-1 laptops.,99.99,23,{}
93dedc01-155b-eaec-d17b-90f9cfa2d1c8,3803b935779804a1a07914c3a8af877ab92cc8c9b588902a98f3072390504717,30eeefde-fe6e-7cba-3c06-02ef87b9fd50,Dell Pro Wireless ANC Headset WL5024,dell-dell-pro-wireless-anc-headset-wl5024,Active noise-canceling wireless headset.,149.99,12,{}
