id,product_id,variant_id_str,name,sku,price,currency_code,inventory_count,manages_inventory,allows_backorder
089063e2-cc2d-7f1b-0897-04a100a022d1,56587a0c-986c-6a56-8d60-7777b18a5c24,var-089063e2,Britto: S-1992 - Britto Landscapes - US 13,skechers-britto-s-1992-britto-landscape-us-13,85.0,usd,150,True,False
5fa0e8b9-67bf-210c-9058-f754cc647dc1,40385f4b-7560-2526-1937-80704f6d9a3d,var-5fa0e8b9,Skechers Slip-ins: Contour Foam - Cozy Fit Ohtro - US 7,skechers-skechers-slip-ins-contour-foam-us-7,88.0,usd,24,True,False
ad216b48-7b16-3bc8-42b4-6e9c52921ff3,40385f4b-7560-2526-1937-80704f6d9a3d,var-ad216b48,Skechers Slip-ins: Contour Foam - Cozy Fit Ohtro - US 7.5,skechers-skechers-slip-ins-contour-foam-us-7.5,88.0,usd,137,True,False
8a70afb2-a5f4-c769-1ce7-447009aacb01,40385f4b-7560-2526-1937-80704f6d9a3d,var-8a70afb2,Skechers Slip-ins: Contour Foam - Cozy Fit Ohtro - US 8,skechers-skechers-slip-ins-contour-foam-us-8,88.0,usd,11,True,False
c4df689e-7e37-da87-afa8-42cce120265e,40385f4b-7560-2526-1937-80704f6d9a3d,var-c4df689e,Skechers Slip-ins: Contour Foam - Cozy Fit Ohtro - US 8.5,skechers-skechers-slip-ins-contour-foam-us-8.5,93.0,usd,8,True,False
7a2e8337-1854-751a-28b0-f8fa5ba1fd07,40385f4b-7560-2526-1937-80704f6d9a3d,var-7a2e8337,Skechers Slip-ins: Contour Foam - Cozy Fit Ohtro - US 9,skechers-skechers-slip-ins-contour-foam-us-9,88.0,usd,126,True,False
0237ec67-98f3-c2dc-456e-c8a91cc579e9,40385f4b-7560-2526-1937-80704f6d9a3d,var-0237ec67,Skechers Slip-ins: Contour Foam - Cozy Fit Ohtro - US 9.5,skechers-skechers-slip-ins-contour-foam-us-9.5,88.0,usd,90,True,False
0a89260c-cb1e-024f-201a-21e4030efa25,f164ae37-956e-e288-88bd-1765ed8f3bee,var-0a89260c,Skechers Slip-ins: Contour Foam - Cozy Fit Kiroh - US 7,skechers-skechers-slip-ins-contour-foam-us-7,88.0,usd,66,True,False
db4eef01-4756-1543-f23c-68e4fc374fcb,f164ae37-956e-e288-88bd-1765ed8f3bee,var-db4eef01,Skechers Slip-ins: Contour Foam - Cozy Fit Kiroh - US 7.5,skechers-skechers-slip-ins-contour-foam-us-7.5,88.0,usd,33,True,False
012542fb-ffec-e033-a7a8-826b9e308089,f164ae37-956e-e288-88bd-1765ed8f3bee,var-012542fb,Skechers Slip-ins: Contour Foam - Cozy Fit Kiroh - US 8,skechers-skechers-slip-ins-contour-foam-us-8,98.0,usd,74,True,False
bffa2ec3-3032-7dc2-2f1e-6e1bb8bfcbb1,f164ae37-956e-e288-88bd-1765ed8f3bee,var-bffa2ec3,Skechers Slip-ins: Contour Foam - Cozy Fit Kiroh - US 8.5,skechers-skechers-slip-ins-contour-foam-us-8.5,88.0,usd,38,True,False
a38dea53-8125-bad6-f6df-d60b880edb8c,f164ae37-956e-e288-88bd-1765ed8f3bee,var-a38dea53,Skechers Slip-ins: Contour Foam - Cozy Fit Kiroh - US 9,skechers-skechers-slip-ins-contour-foam-us-9,93.0,usd,59,True,False
77664a5a-b694-ce48-07db-e203c2049f4d,f164ae37-956e-e288-88bd-1765ed8f3bee,var-77664a5a,Skechers Slip-ins: Contour Foam - Cozy Fit Kiroh - US 9.5,skechers-skechers-slip-ins-contour-foam-us-9.5,98.0,usd,51,True,False
68453cc5-2a8b-7bbb-d773-a9c87f639825,1f438d13-4ff4-ddfd-bcbb-f845a1119c2a,var-68453cc5,Skechers Slip-ins: Contour Foam - Cozy Fit Nordain - US 7,skechers-skechers-slip-ins-contour-foam-us-7,98.0,usd,150,True,False
cf3c9a71-e34e-b307-7e2d-e0d1322aff56,1f438d13-4ff4-ddfd-bcbb-f845a1119c2a,var-cf3c9a71,Skechers Slip-ins: Contour Foam - Cozy Fit Nordain - US 7.5,skechers-skechers-slip-ins-contour-foam-us-7.5,88.0,usd,46,True,False
c01c44c8-c2f4-7a51-73e4-0822ea00ad71,1f438d13-4ff4-ddfd-bcbb-f845a1119c2a,var-c01c44c8,Skechers Slip-ins: Contour Foam - Cozy Fit Nordain - US 8,skechers-skechers-slip-ins-contour-foam-us-8,93.0,usd,131,True,False
9b316528-1424-e194-cf26-673a616afcd7,1f438d13-4ff4-ddfd-bcbb-f845a1119c2a,var-9b316528,Skechers Slip-ins: Contour Foam - Cozy Fit Nordain - US 8.5,skechers-skechers-slip-ins-contour-foam-us-8.5,88.0,usd,99,True,False
c42c81cb-e903-d015-974f-8bf02114e2bc,1f438d13-4ff4-ddfd-bcbb-f845a1119c2a,var-c42c81cb,Skechers Slip-ins: Contour Foam - Cozy Fit Nordain - US 9,skechers-skechers-slip-ins-contour-foam-us-9,93.0,usd,93,True,False
61e85b7a-26f0-9eda-31e3-77800b0e119f,1f438d13-4ff4-ddfd-bcbb-f845a1119c2a,var-61e85b7a,Skechers Slip-ins: Contour Foam - Cozy Fit Nordain - US 9.5,skechers-skechers-slip-ins-contour-foam-us-9.5,93.0,usd,12,True,False
19d9ebfe-c397-419e-959e-ee70118e579d,9f67ff63-97a4-baab-d10c-d7e991add21c,var-19d9ebfe,Skechers Slip-ins: Contour Foam - Cozy Fit - US 7,skechers-skechers-slip-ins-contour-foam-us-7,88.0,usd,41,True,False
1509d32a-67fe-a251-f9e5-d20043a7b7a0,9f67ff63-97a4-baab-d10c-d7e991add21c,var-1509d32a,Skechers Slip-ins: Contour Foam - Cozy Fit - US 7.5,skechers-skechers-slip-ins-contour-foam-us-7.5,88.0,usd,111,True,False
d2be9d48-b413-1eb2-b974-c192bcbf09b1,9f67ff63-97a4-baab-d10c-d7e991add21c,var-d2be9d48,Skechers Slip-ins: Contour Foam - Cozy Fit - US 8,skechers-skechers-slip-ins-contour-foam-us-8,88.0,usd,112,True,False
161d1056-25c4-55b3-1b8a-ea6ceb007c16,9f67ff63-97a4-baab-d10c-d7e991add21c,var-161d1056,Skechers Slip-ins: Contour Foam - Cozy Fit - US 8.5,skechers-skechers-slip-ins-contour-foam-us-8.5,98.0,usd,64,True,False
2aa618bf-f183-c737-056d-9ece014093b9,9f67ff63-97a4-baab-d10c-d7e991add21c,var-2aa618bf,Skechers Slip-ins: Contour Foam - Cozy Fit - US 9,skechers-skechers-slip-ins-contour-foam-us-9,88.0,usd,50,True,False
9769e30e-e42b-c45e-359d-55716754cfa0,9f67ff63-97a4-baab-d10c-d7e991add21c,var-9769e30e,Skechers Slip-ins: Contour Foam - Cozy Fit - US 9.5,skechers-skechers-slip-ins-contour-foam-us-9.5,88.0,usd,58,True,False
506cfbf6-7bbf-7522-0c61-cdf06c505fce,9f67ff63-97a4-baab-d10c-d7e991add21c,var-506cfbf6,Skechers Slip-ins: Contour Foam - Cozy Fit - US 10,skechers-skechers-slip-ins-contour-foam-us-10,93.0,usd,13,True,False
5b18e0ac-e3eb-a1c5-a25c-5f25f0d25beb,9f67ff63-97a4-baab-d10c-d7e991add21c,var-5b18e0ac,Skechers Slip-ins: Contour Foam - Cozy Fit - US 10.5,skechers-skechers-slip-ins-contour-foam-us-10.5,93.0,usd,93,True,False
258dcaf2-16a1-f9d8-d717-e7175a79e85b,9f67ff63-97a4-baab-d10c-d7e991add21c,var-258dcaf2,Skechers Slip-ins: Contour Foam - Cozy Fit - US 11,skechers-skechers-slip-ins-contour-foam-us-11,88.0,usd,105,True,False
fad7bff5-82f4-658e-605d-13f43b062653,9f67ff63-97a4-baab-d10c-d7e991add21c,var-fad7bff5,Skechers Slip-ins: Contour Foam - Cozy Fit - US 12,skechers-skechers-slip-ins-contour-foam-us-12,93.0,usd,20,True,False
a00acff3-74ea-621e-27c5-94e1d1467ed5,9f67ff63-97a4-baab-d10c-d7e991add21c,var-a00acff3,Skechers Slip-ins: Contour Foam - Cozy Fit - US 13,skechers-skechers-slip-ins-contour-foam-us-13,98.0,usd,126,True,False
965bf9d5-5d0e-ffeb-2b4f-ce381bd998bf,c98f347d-ce16-cbcd-ca06-8826bb16e3de,var-965bf9d5,Contour Foam - Cozy Fit Shorva - US 7,skechers-contour-foam-cozy-fit-shorva-us-7,49.99,usd,97,True,False
