id,product_hash,category_id,name,slug,description,price,available_item_count,metadata_json
1f438d13-4ff4-ddfd-bcbb-f845a1119c2a,2d582b56854d841b6b0020cdcf8737180d7fec2b2cef94a98e28f1cdbbbc8211,32b8c092-b2f7-8060-ef6e-cdbfc64e789c,Skechers Slip-ins: Contour Foam - Cozy Fit Nordain,skechers-skechers-slip-ins-contour-foam---cozy-fit-nordain,Skechers Slip-ins: Contour Foam - Cozy Fit Nordain                                                                                                                                                   Men's                                                                                                  ,88.0,117,"{""brand"": ""Skechers""}"
9f67ff63-97a4-baab-d10c-d7e991add21c,23d199f4483c925d816d02872b030b60fb9f0c78f53bd8e82639e74740a93226,32b8c092-b2f7-8060-ef6e-cdbfc64e789c,Skechers Slip-ins: Contour Foam - Cozy Fit,skechers-skechers-slip-ins-contour-foam---cozy-fit,+8                                                                                   Skechers Slip-ins: Contour Foam - Cozy Fit                                                                                                                                                   Men's                     ,88.0,82,"{""brand"": ""Skechers""}"
c98f347d-ce16-cbcd-ca06-8826bb16e3de,6edbeb6b7c671db3bb14ab89bce562e01c3ddcddf63d3b0c98d5ae272da9fa4b,32b8c092-b2f7-8060-ef6e-cdbfc64e789c,Contour Foam - Cozy Fit Shorva,skechers-contour-foam---cozy-fit-shorva,Contour Foam - Cozy Fit Shorva                                                                                                                                                   Men's                                                                                                                      ,49.99,378,"{""brand"": ""Skechers""}"
d096b765-5b79-2807-e931-211a3d6c302a,f4d36ca9d20fc700ccf9895df5984e1985155d9619ee526739702b35f2324d0d,32b8c092-b2f7-8060-ef6e-cdbfc64e789c,Skechers Slip-ins: Contour Foam - Cozy Fit Cordelux,skechers-skechers-slip-ins-contour-foam---cozy-fit-cordelux,+2                                                                                   Skechers Slip-ins: Contour Foam - Cozy Fit Cordelux                                                                                                                                                   Men's            ,88.0,62,"{""brand"": ""Skechers""}"
3dbab3be-c8dc-0b93-1220-c7c7e02aabc7,ec645adb69bfa25e2af318e0cb30027e206e7ea4999fbee0c02daa7cd122590a,32b8c092-b2f7-8060-ef6e-cdbfc64e789c,Skechers Slip-ins: Contour Foam - Cozy Fit Copost,skechers-skechers-slip-ins-contour-foam---cozy-fit-copost,Skechers Slip-ins: Contour Foam - Cozy Fit Copost                                                                                                                                                   Men's                                                                                                   ,88.0,201,"{""brand"": ""Skechers""}"
7bbac0a9-cf4e-51dd-e74e-1c9a0f15a0cf,f798dcb338751c6548129c7a9df182850ee1584ca1a279c5f3516106f614df9d,32b8c092-b2f7-8060-ef6e-cdbfc64e789c,Skechers Slip-ins: Contour Foam - Cozy Fit Camopost,skechers-skechers-slip-ins-contour-foam---cozy-fit-camopost,Skechers Slip-ins: Contour Foam - Cozy Fit Camopost                                                                                                                                                   Men's                                                                                                 ,88.0,49,"{""brand"": ""Skechers""}"
3cfa7dec-b5ee-555a-b84b-2edfc0a4cf7c,7e4c462df0788bc65eb34a8eb16b1513a80310e870449639a16f347da11d14b1,32b8c092-b2f7-8060-ef6e-cdbfc64e789c,Summits Contour Foam - Cozy Fit,skechers-summits-contour-foam---cozy-fit,Summits Contour Foam - Cozy Fit                                                                                                                                                   Men's                                                                                                                     ,70.0,191,"{""brand"": ""Skechers""}"
764a914f-8b64-774b-a3b4-17b4e7f08f9e,9a8415c6cfc2a98965c3de8b84153ccb4de3b3bf75ce8ebd1ebb356e1a9c791a,32b8c092-b2f7-8060-ef6e-cdbfc64e789c,Skechers Slip-ins: Skech-Flex 4.0,skechers-skechers-slip-ins-skech-flex-40,Skechers Slip-ins: Skech-Flex 4.0                                                                                                                                                   Men's                                                                                                                   ,90.0,362,"{""brand"": ""Skechers""}"
833e1324-53a2-f707-6674-dde8f303aa2b,15771a78b9a943011bbaaf83f9f741c01562f5e7eb4360fde83dd6805af61abf,32b8c092-b2f7-8060-ef6e-cdbfc64e789c,Skechers Slip-ins Relaxed Fit: Urban Explore - Cozy Fit,skechers-skechers-slip-ins-relaxed-fit-urban-explore---cozy-fit,Skechers Slip-ins Relaxed Fit: Urban Explore - Cozy Fit                                                                                                                                                   Men's                                                                                             ,95.0,297,"{""brand"": ""Skechers""}"
2911a828-69b9-b786-6d98-2945b14ace03,5e8dee4aecb4e664f96db73a9382b43998262bf05d5caafcd47768c978623730,32b8c092-b2f7-8060-ef6e-cdbfc64e789c,Skechers Slip-ins: Arch Fit Arcade - Cozy Fit Charming Daze,skechers-skechers-slip-ins-arch-fit-arcade---cozy-fit-charming-daze,Skechers Slip-ins: Arch Fit Arcade - Cozy Fit Charming Daze                                                                                                                                                   Men's                                                                                         ,85.0,25,"{""brand"": ""Skechers""}"
a4f28fc9-6dde-f255-9c72-e021e4ec7e59,3f714288e4ba36418cd0ebe37ee4a40735c783b6cc25a1607d68472ff99529d5,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Arch Fit D'Lites 330 - Modern Retro,skechers-skechers-slip-ins-arch-fit-dlites-330---modern-retro,Exclusive                                                                                                                                                                                                                                                                                                   ,125.0,67,"{""brand"": ""Skechers""}"
b82a7ac7-29d4-1b1a-c269-0f395e9a8c73,61911d546c48bf07ed8e1bf89ea4076885dc63e34cb8c15d028e583fa7e0a56e,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Arch Fit D'Lites 330 - Star Line,skechers-skechers-slip-ins-arch-fit-dlites-330---star-line,Exclusive                                                                                                                                                                                                                                                                                                   ,125.0,219,"{""brand"": ""Skechers""}"
ec85128b-f5bc-6e0a-0c84-f994004240cc,ab0e6a3e1538bed5b955553577c8ef900dfb3e9714b48572c79a2f28380e9e76,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Contour Foam - Cozy Fit Star Spangled,skechers-skechers-slip-ins-contour-foam---cozy-fit-star-spangled,Skechers Slip-ins: Contour Foam - Cozy Fit Star Spangled                                                                                                                                                   Women's                                                                                          ,92.0,130,"{""brand"": ""Skechers""}"
73f8da6e-ef40-dca0-05bb-4f3b5db137bd,c3f0735e3fe1d0c7af0201c4b0f9ca81f287f6d1f48e6285a76158dcf1aed11f,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Contour Foam - Cozy Fit Stars & Stripes,skechers-skechers-slip-ins-contour-foam---cozy-fit-stars-stripes,Skechers Slip-ins: Contour Foam - Cozy Fit Stars & Stripes                                                                                                                                                   Women's                                                                                        ,95.0,370,"{""brand"": ""Skechers""}"
65558db6-6546-d7c5-9d2c-feac9972acf9,1b7fcf1c62fa1762f6819dabaca077a2e8f8f8c88f446407d4075c9deddd6dd1,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins Britto: Hotshot HI - Britto Landscape,skechers-skechers-slip-ins-britto-hotshot-hi---britto-landscape,Skechers Slip-ins Britto: Hotshot HI - Britto Landscape                                                                                                                                                   Women's                                                                                           ,85.0,384,"{""brand"": ""Skechers""}"
6d51b390-4deb-c897-f6c9-decdb2c9f6ec,3dcc63b91508788f6a2efb564559bba0f51028661cb758a3e7dde61510b51e7e,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Care Bears: Arch Fit Arcade - Brighten The Day,skechers-care-bears-arch-fit-arcade---brighten-the-day,Care Bears: Arch Fit Arcade - Brighten The Day                                                                                                                                                   Women's                                                                                                    ,85.0,182,"{""brand"": ""Skechers""}"
16b476a4-eb64-713e-9a11-52e40c8704e3,20f584b950b3e9101b76e89f7aaf8c4c841ebe790a8afc5397f50a800bc94081,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Care Bears: UNO - Care Bears Party,skechers-care-bears-uno---care-bears-party,Care Bears: UNO - Care Bears Party                                                                                                                                                   Women's                                                                                                                ,95.0,111,"{""brand"": ""Skechers""}"
15d523cc-8e31-67b9-87d9-d9ed20b24320,8366575f06b9908888f928e24fe3f6ea1a3dbb2875b8e38937ce6a2b05a72508,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Care Bears: UNO - Care Bears BFFs,skechers-care-bears-uno---care-bears-bffs,Care Bears: UNO - Care Bears BFFs                                                                                                                                                   Women's                                                                                                                 ,95.0,174,"{""brand"": ""Skechers""}"
e61fe2d3-b6d6-8831-760a-c1a33a56d287,75fe128af7895bc0faa923778953b6c7e98e2514ce04e5534a1dcd59a86a649d,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Contour Foam - Cozy Fit Soft Legacy,skechers-skechers-slip-ins-contour-foam---cozy-fit-soft-legacy,Skechers Slip-ins: Contour Foam - Cozy Fit Soft Legacy                                                                                                                                                   Women's                                                                                            ,88.0,53,"{""brand"": ""Skechers""}"
3b1239b0-94f3-61e9-c8b4-cf5dd24a259d,477f980d5ffc76cc83fa37c0ff0f3df691dd4ba2bb1c027a9eaba8952d902f3a,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Contour Foam - Cozy Fit Pure Legacy,skechers-skechers-slip-ins-contour-foam---cozy-fit-pure-legacy,Skechers Slip-ins: Contour Foam - Cozy Fit Pure Legacy                                                                                                                                                   Women's                                                                                            ,88.0,367,"{""brand"": ""Skechers""}"
15749771-76ac-78e0-53c6-5a31d904801f,ad0a0ae6263b185d9341dc1be4d6fd976ce8f80bd1a142d851f2f0144ae36373,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Mommy & Me: Glide-Step Pro - Rosy Glow,skechers-mommy-me-glide-step-pro---rosy-glow,Mommy & Me: Glide-Step Pro - Rosy Glow                                                                                                                                                   Women's                                                                                                            ,80.0,168,"{""brand"": ""Skechers""}"
55eba37f-ac82-af7e-a3c5-506a7d963bc7,d8ff83baae3c1f6311caf04c0c133a0c0bbf8bf354d005a5e722b1c201691c5e,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Glide-Step Pro,skechers-skechers-slip-ins-glide-step-pro,+2                                                                                   Skechers Slip-ins: Glide-Step Pro                                                                                                                                                   Women's                            ,74.99,368,"{""brand"": ""Skechers""}"
5ab8ad1a-4f25-afc0-ad60-b481c2e2d526,fca62c6b1ca9a52f37fc681a581bbb3688d0bc5df01e4f957aa618aaaaf97921,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Glide-Step Altus - Cool Motion,skechers-glide-step-altus---cool-motion,Glide-Step Altus - Cool Motion                                                                                                                                                   Women's                                                                                                                    ,90.0,256,"{""brand"": ""Skechers""}"
8fe029d3-48d4-761e-4bb8-3fe259152423,bf393ad56d8ab01863631262035e71391fa3cc2b094a6e2d1ae6e3618850d72b,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Glide-Step Altus,skechers-skechers-slip-ins-glide-step-altus,+3                                                                                   Skechers Slip-ins: Glide-Step Altus                                                                                                                                                   Women's                          ,110.0,64,"{""brand"": ""Skechers""}"
933ac6bc-60fe-8aef-6104-8c90fee5957b,43ed001e988a75e30c1d20570579831bc1ba87456c846b1988bc53b3ceb2ce22,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Arch Fit Glide-Step Pro,skechers-skechers-slip-ins-arch-fit-glide-step-pro,Skechers Slip-ins: Arch Fit Glide-Step Pro                                                                                                                                                   Women's                                                                                                        ,110.0,223,"{""brand"": ""Skechers""}"
6905c646-0b75-c03f-127a-edbb230f6d3a,8305d1dfaa4aab9b3837601ff7a76ee3b60754874a72a314ca6159a2b52b9a0d,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Arch Fit Glide-Step Pro - Golden Pace,skechers-skechers-slip-ins-arch-fit-glide-step-pro---golden-pace,Skechers Slip-ins: Arch Fit Glide-Step Pro - Golden Pace                                                                                                                                                   Women's                                                                                          ,110.0,385,"{""brand"": ""Skechers""}"
6ef02c94-5747-2cbe-549c-d4f113a0d140,4354e59431f06ad83c4a68b571b80285acbd15c125265469917af37d4069d15d,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins Martha Stewart: Arch Fit Glide-Step Pro - Trendsetter,skechers-skechers-slip-ins-martha-stewart-arch-fit-glide-step-pro---trendsetter,Skechers Slip-ins Martha Stewart: Arch Fit Glide-Step Pro - Trendsetter                                                                                                                                                   Women's                                                                           ,115.0,334,"{""brand"": ""Skechers""}"
3919abe2-f889-de14-222e-d3efd9730759,28f352a9c469a432f5f9cbe66b39102cbeaceced06c6dbd511ce3750ba0b9b13,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Arch Fit Glide-Step Wave,skechers-skechers-slip-ins-arch-fit-glide-step-wave,Skechers Slip-ins: Arch Fit Glide-Step Wave                                                                                                                                                   Women's                                                                                                       ,110.0,341,"{""brand"": ""Skechers""}"
a9fd00b7-15ba-8aed-6507-ef830f82688c,bbf646b15b60b2e4633ac4e7886300710d0beee5e419469d7ea1ee7bab7cae86,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Arch Fit Glide-Step - Cool Current,skechers-skechers-slip-ins-arch-fit-glide-step---cool-current,Skechers Slip-ins: Arch Fit Glide-Step - Cool Current                                                                                                                                                   Women's                                                                                             ,110.0,212,"{""brand"": ""Skechers""}"
9ed1ff97-ab17-e6ef-3797-e9d34fff7b06,ad2d3ab0d3c9f99764da4075ab18ed4b3ac3573996276214df9f85d5aa91ce2c,d28b0eb2-173e-4e6b-2658-81475ea3e2d9,Skechers Slip-ins: Glide-Step - Stargaze,skechers-skechers-slip-ins-glide-step---stargaze,Skechers Slip-ins: Glide-Step - Stargaze                                                                                                                                                   Women's                                                                                                          ,90.0,330,"{""brand"": ""Skechers""}"
